Date,Close
2004-03-01,77.99031066894531
2004-03-02,77.53374481201172
2004-03-03,77.67474365234375
2004-03-04,77.87617492675781
2004-03-05,78.13800048828125
2004-03-08,77.1846694946289
2004-03-09,76.87577056884766
2004-03-10,75.58667755126953
2004-03-11,74.60645294189453
2004-03-12,75.58667755126953
2004-03-15,74.66015625
2004-03-16,75.0562973022461
2004-03-17,75.89554595947266
2004-03-18,75.91567993164062
2004-03-19,74.82757568359375
2004-03-22,73.87753295898438
2004-03-23,73.74954986572266
2004-03-24,73.8101577758789
2004-03-25,74.78714752197266
2004-03-26,74.80732727050781
2004-03-29,75.85839080810547
2004-03-30,76.11444854736328
2004-03-31,76.20204162597656
2004-04-01,76.66016387939453
2004-04-02,77.23957824707031
2004-04-05,77.66410827636719
2004-04-06,77.4148178100586
2004-04-07,77.23286437988281
2004-04-08,77.05768585205078
2004-04-12,77.36091613769531
2004-04-13,76.27613830566406
2004-04-14,76.39741516113281
2004-04-15,76.10769653320312
2004-04-16,76.6938705444336
2004-04-19,76.6938705444336
2004-04-20,75.40699768066406
2004-04-21,75.91230773925781
2004-04-22,76.97683715820312
2004-04-23,77.05093383789062
2004-04-26,76.94315338134766
2004-04-27,77.01052856445312
2004-04-28,76.01338958740234
2004-04-29,75.34632873535156
2004-04-30,74.76020050048828
2004-05-03,75.56196594238281
2004-05-04,75.5013198852539
2004-05-05,75.98645782470703
2004-05-06,75.33285522460938
2004-05-07,74.08641052246094
2004-05-10,73.32508087158203
2004-05-11,73.94496154785156
2004-05-12,74.41656494140625
2004-05-13,74.10664367675781
2004-05-14,74.14034271240234
2004-05-17,73.50696563720703
2004-05-18,73.87753295898438
2004-05-19,73.62149810791016
2004-05-20,73.85735321044922
2004-05-21,73.9853515625
2004-05-24,74.29525756835938
2004-05-25,75.35980224609375
2004-05-26,75.6225814819336
2004-05-27,76.04708099365234
2004-05-28,76.04032135009766
2004-06-01,75.93927001953125
2004-06-02,76.22224426269531
2004-06-03,75.52153015136719
2004-06-04,76.12117767333984
2004-06-07,77.28003692626953
2004-06-08,77.38783264160156
2004-06-09,76.66690063476562
2004-06-10,77.0442123413086
2004-06-14,76.28289031982422
2004-06-15,76.82190704345703
2004-06-16,76.80841064453125
2004-06-17,76.6938705444336
2004-06-18,76.83854675292969
2004-06-21,76.5478286743164
2004-06-22,76.93326568603516
2004-06-23,77.59591674804688
2004-06-24,77.35247039794922
2004-06-25,76.98054504394531
2004-06-28,76.71685028076172
2004-06-29,77.0346908569336
2004-06-30,77.4471664428711
2004-07-01,76.37200164794922
2004-07-02,76.33139038085938
2004-07-06,75.66197204589844
2004-07-07,75.88511657714844
2004-07-08,75.35768127441406
2004-07-09,75.55375671386719
2004-07-12,75.58757781982422
2004-07-13,75.64167022705078
2004-07-14,75.41175842285156
2004-07-15,74.92488098144531
2004-07-16,74.86404418945312
2004-07-19,74.54618835449219
2004-07-20,75.49288940429688
2004-07-21,74.09988403320312
2004-07-22,74.30274200439453
2004-07-23,73.6806411743164
2004-07-26,73.53861236572266
2004-07-27,74.22835540771484
2004-07-28,74.4515380859375
2004-07-29,74.76937103271484
2004-07-30,74.95193481445312
2004-08-02,75.10745239257812
2004-08-03,74.52593231201172
2004-08-04,74.51914978027344
2004-08-05,73.30196380615234
2004-08-06,72.2538070678711
2004-08-09,72.35527801513672
2004-08-10,73.28843688964844
2004-08-11,73.13966369628906
2004-08-12,72.34175109863281
2004-08-13,72.4837417602539
2004-08-16,73.23436737060547
2004-08-17,73.64683532714844
2004-08-18,74.40422058105469
2004-08-19,74.18779754638672
2004-08-20,74.70850372314453
2004-08-23,74.51914978027344
2004-08-24,74.62061309814453
2004-08-25,75.12776184082031
2004-08-26,75.12776184082031
2004-08-27,75.36444091796875
2004-08-30,74.74232482910156
2004-08-31,75.13452911376953
2004-09-01,75.2764892578125
2004-09-02,76.1285400390625
2004-09-03,75.8175048828125
2004-09-07,76.31785583496094
2004-09-08,76.1285400390625
2004-09-09,76.0609359741211
2004-09-10,76.453125
2004-09-13,76.70332336425781
2004-09-14,76.85885620117188
2004-09-15,76.27731323242188
2004-09-16,76.50723266601562
2004-09-17,76.83250427246094
2004-09-20,76.37076568603516
2004-09-21,76.70346069335938
2004-09-22,75.74604797363281
2004-09-23,75.338623046875
2004-09-24,75.6849136352539
2004-09-27,75.20281219482422
2004-09-28,75.56270599365234
2004-09-29,75.94296264648438
2004-09-30,75.88864135742188
2004-10-01,77.1719970703125
2004-10-04,77.30101013183594
2004-10-05,77.34175872802734
2004-10-06,77.87141418457031
2004-10-07,77.03621673583984
2004-10-08,76.3979263305664
2004-10-11,76.71024322509766
2004-10-12,76.41148376464844
2004-10-13,75.7392578125
2004-10-14,75.12809753417969
2004-10-15,75.54911041259766
2004-10-18,75.83426666259766
2004-10-19,75.19599914550781
2004-10-20,75.04662322998047
2004-10-21,75.53556060791016
2004-10-22,74.68672943115234
2004-10-25,74.59848022460938
2004-10-26,75.7392578125
2004-10-27,76.64910888671875
2004-10-28,76.88002014160156
2004-10-29,76.86638641357422
2004-11-01,77.0769271850586
2004-11-02,77.1041030883789
2004-11-03,78.07511901855469
2004-11-04,79.14116668701172
2004-11-05,79.63689422607422
2004-11-08,79.52146911621094
2004-11-09,79.36527252197266
2004-11-10,79.4264144897461
2004-11-11,80.0307388305664
2004-11-12,80.6622085571289
2004-11-15,80.86044311523438
2004-11-16,80.2815170288086
2004-11-17,80.75827026367188
2004-11-18,80.86721801757812
2004-11-19,79.96825408935547
2004-11-22,80.34962463378906
2004-11-23,80.47222900390625
2004-11-24,80.66291046142578
2004-11-26,80.60160064697266
2004-11-29,80.23385620117188
2004-11-30,80.28833770751953
2004-12-01,81.20093536376953
2004-12-02,81.26903533935547
2004-12-03,81.2145767211914
2004-12-06,81.18732452392578
2004-12-07,80.43132781982422
2004-12-08,80.9012680053711
2004-12-09,81.18732452392578
2004-12-10,81.26903533935547
2004-12-13,81.9773178100586
2004-12-14,82.26339721679688
2004-12-15,82.32466888427734
2004-12-16,82.2770004272461
2004-12-17,81.72822570800781
2004-12-20,81.74874114990234
2004-12-21,82.3782730102539
2004-12-22,82.57671356201172
2004-12-23,82.63825225830078
2004-12-27,82.46720123291016
2004-12-28,82.9188003540039
2004-12-29,83.04199981689453
2004-12-30,82.88462829589844
2004-12-31,82.70670318603516
2005-01-03,82.31668090820312
2005-01-04,81.31080627441406
2005-01-05,80.74970245361328
2005-01-06,81.1602554321289
2005-01-07,81.0439453125
2005-01-10,81.4271469116211
2005-01-11,80.8660659790039
2005-01-12,81.13289642333984
2005-01-13,80.48287200927734
2005-01-14,80.90709686279297
2005-01-18,81.74874114990234
2005-01-19,80.8934555053711
2005-01-20,80.40074920654297
2005-01-21,79.90805053710938
2005-01-24,79.75067138671875
2005-01-25,79.97647857666016
2005-01-26,80.21598052978516
2005-01-27,80.35287475585938
2005-01-28,80.35287475585938
2005-01-31,80.85232543945312
2005-02-01,81.3655776977539
2005-02-02,81.61190032958984
2005-02-03,81.39974975585938
2005-02-04,82.26878356933594
2005-02-07,82.15928649902344
2005-02-08,82.25508880615234
2005-02-09,81.63924407958984
2005-02-10,81.9334945678711
2005-02-11,82.63825225830078
2005-02-14,82.57671356201172
2005-02-15,82.88462829589844
2005-02-16,82.93936157226562
2005-02-17,82.26878356933594
2005-02-18,82.3782730102539
2005-02-22,81.15340423583984
2005-02-23,81.73504638671875
2005-02-24,82.27560424804688
2005-02-25,83.08985900878906
2005-02-28,82.54248809814453
2005-03-01,82.95303344726562
2005-03-02,82.91197967529297
2005-03-03,82.94617462158203
2005-03-04,83.97945404052734
2005-03-07,84.02050018310547
2005-03-08,83.7056884765625
2005-03-09,82.77513122558594
2005-03-10,82.95989227294922
2005-03-11,82.3782730102539
2005-03-14,82.89146423339844
2005-03-15,82.20719146728516
2005-03-16,81.5092544555664
2005-03-17,81.67346954345703
2005-03-18,81.43099212646484
2005-03-21,81.12871551513672
2005-03-22,80.30438232421875
2005-03-23,80.37303924560547
2005-03-24,80.46927642822266
2005-03-28,80.58600616455078
2005-03-29,80.05020141601562
2005-03-30,81.18368530273438
2005-03-31,81.03256225585938
2005-04-01,80.66847229003906
2005-04-04,80.80584716796875
