formation_month,top_10,portfolio_return
2005-02,"CBE,GDW,EP,TRB,SFA,GR,NVDA,EOG,XOM,UVN",-0.0562074849290737
2006-03,"GR,VIAV,CIEN,JNY,NUE,NVDA,ATI,FCX,GLK,AYE",0.0368647222736884
2008-02,"CFC,BSC,CPWR,HET,BDK,EOG,VIAV,TAP,DVN,APA",-0.0305194633551251
2010-03,"AIG,GR,MBI,TIE,GME,ANF,PFG,HST,ATI,PCAR",-0.0211028854469195
2011-01,"EP,NVDA,PTV,CPWR,MU,ISRG,WY,PWR,TER,FSLR",-0.0035140448690165
2011-03,"MEE,WDC,IRM,MSI,NFLX,EXPE,JEF,GME,TMUS,SBUX",0.0295713218041237
2012-10,"NFLX,KMX,WHR,CNX,R,ATGE,C,GNW,F,SLM",-0.0028976543430367
2013-03,"BBY,THC,MU,HPQ,HRB,WBA,GNW,PBI,DFS,BIIB",-0.0027771433537908
2015-03,"URBN,CBRE,DGX,CCL,REGN,OKE,DVA,ADI,DRI,HUM",-0.04428971820027
2016-03,"MUR,DVN,RRC,FCX,HPE,CNX,APA,PVH,URBN,OKE",0.1896021844826931
2017-11,"FL,QCOM,MAT,NTAP,URBN,M,KR,AAP,ROST,CPRI",0.0263614062243928
2021-03,"NUE,HIG,DXC,LEN,AZO,XRAY,BA,LOW,HD,CAH",0.0216036186116141
2022-03,"EPAM,OXY,CF,MOS,BKR,TSLA,DXCM,KR,VLO,AES",-0.096239096851666
2023-03,"INTC,FSLR,AMD,CRM,META,ANET,NVDA,ADBE,ILMN,MSFT",-0.0288410589270188
